Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude,Time,Hour,Date
8/19/22 10:51,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 05:51,5,8/19/22
8/19/22 10:52,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 05:52,5,8/19/22
8/19/22 10:53,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 05:53,5,8/19/22
8/19/22 10:53,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 05:53,5,8/19/22
8/19/22 10:54,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 05:54,5,8/19/22
8/19/22 10:54,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 05:54,5,8/19/22
8/19/22 10:55,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 05:55,5,8/19/22
8/19/22 10:55,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 05:55,5,8/19/22
8/19/22 10:56,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 05:56,5,8/19/22
8/19/22 10:57,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 05:57,5,8/19/22
8/19/22 10:58,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 05:58,5,8/19/22
8/19/22 10:58,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 05:58,5,8/19/22
8/19/22 10:59,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 05:59,5,8/19/22
8/19/22 11:00,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:00,6,8/19/22
8/19/22 11:00,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:00,6,8/19/22
8/19/22 11:01,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:01,6,8/19/22
8/19/22 11:02,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:02,6,8/19/22
8/19/22 11:03,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:03,6,8/19/22
8/19/22 11:03,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:03,6,8/19/22
8/19/22 11:04,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:04,6,8/19/22
8/19/22 11:05,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:05,6,8/19/22
8/19/22 11:05,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:05,6,8/19/22
8/19/22 11:06,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:06,6,8/19/22
8/19/22 11:07,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:07,6,8/19/22
8/19/22 11:07,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:07,6,8/19/22
8/19/22 11:08,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:08,6,8/19/22
8/19/22 11:08,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:08,6,8/19/22
8/19/22 11:09,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:09,6,8/19/22
8/19/22 11:09,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:09,6,8/19/22
8/19/22 11:10,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:10,6,8/19/22
8/19/22 11:10,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:10,6,8/19/22
8/19/22 11:11,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:11,6,8/19/22
8/19/22 11:12,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:12,6,8/19/22
8/19/22 11:12,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:12,6,8/19/22
8/19/22 11:13,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:13,6,8/19/22
8/19/22 11:13,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:13,6,8/19/22
8/19/22 11:14,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:14,6,8/19/22
8/19/22 11:14,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:14,6,8/19/22
8/19/22 11:15,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:15,6,8/19/22
8/19/22 11:16,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:16,6,8/19/22
8/19/22 11:17,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:17,6,8/19/22
8/19/22 11:17,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:17,6,8/19/22
8/19/22 11:18,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:18,6,8/19/22
8/19/22 11:18,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:18,6,8/19/22
8/19/22 11:19,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:19,6,8/19/22
8/19/22 11:19,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:19,6,8/19/22
8/19/22 11:20,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:20,6,8/19/22
8/19/22 11:21,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:21,6,8/19/22
8/19/22 11:21,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:21,6,8/19/22
8/19/22 11:22,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:22,6,8/19/22
8/19/22 11:22,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:22,6,8/19/22
8/19/22 11:23,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:23,6,8/19/22
8/19/22 11:23,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:23,6,8/19/22
8/19/22 11:24,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:24,6,8/19/22
8/19/22 11:24,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:24,6,8/19/22
8/19/22 11:25,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:25,6,8/19/22
8/19/22 11:26,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:26,6,8/19/22
8/19/22 11:26,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:26,6,8/19/22
8/19/22 11:27,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:27,6,8/19/22
8/19/22 11:27,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:27,6,8/19/22
8/19/22 11:28,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:28,6,8/19/22
8/19/22 11:28,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:28,6,8/19/22
8/19/22 11:29,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:29,6,8/19/22
8/19/22 11:30,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:30,6,8/19/22
8/19/22 11:31,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:31,6,8/19/22
8/19/22 11:31,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:31,6,8/19/22
8/19/22 11:32,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:32,6,8/19/22
8/19/22 11:32,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:32,6,8/19/22
8/19/22 11:33,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:33,6,8/19/22
8/19/22 11:33,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:33,6,8/19/22
8/19/22 11:34,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:34,6,8/19/22
8/19/22 11:35,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:35,6,8/19/22
8/19/22 11:35,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:35,6,8/19/22
8/19/22 11:36,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:36,6,8/19/22
8/19/22 11:36,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:36,6,8/19/22
8/19/22 11:37,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:37,6,8/19/22
8/19/22 11:37,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:37,6,8/19/22
8/19/22 11:38,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:38,6,8/19/22
8/19/22 11:38,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:38,6,8/19/22
8/19/22 11:39,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:39,6,8/19/22
8/19/22 11:40,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:40,6,8/19/22
8/19/22 11:40,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:40,6,8/19/22
8/19/22 11:41,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:41,6,8/19/22
8/19/22 11:41,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:41,6,8/19/22
8/19/22 11:42,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:42,6,8/19/22
8/19/22 11:42,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:42,6,8/19/22
8/19/22 11:43,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:43,6,8/19/22
8/19/22 11:43,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:43,6,8/19/22
8/19/22 11:44,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:44,6,8/19/22
8/19/22 11:45,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:45,6,8/19/22
8/19/22 11:45,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:45,6,8/19/22
8/19/22 11:46,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:46,6,8/19/22
8/19/22 11:47,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:47,6,8/19/22
8/19/22 11:47,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:47,6,8/19/22
8/19/22 11:48,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:48,6,8/19/22
8/19/22 11:48,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:48,6,8/19/22
8/19/22 11:49,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:49,6,8/19/22
8/19/22 11:50,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:50,6,8/19/22
8/19/22 11:50,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:50,6,8/19/22
8/19/22 11:51,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:51,6,8/19/22
8/19/22 11:51,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:51,6,8/19/22
8/19/22 11:52,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:52,6,8/19/22
8/19/22 11:52,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:52,6,8/19/22
8/19/22 11:54,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:54,6,8/19/22
8/19/22 11:54,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:54,6,8/19/22
8/19/22 11:55,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:55,6,8/19/22
8/19/22 11:55,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:55,6,8/19/22
8/19/22 11:56,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:56,6,8/19/22
8/19/22 11:56,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:56,6,8/19/22
8/19/22 11:57,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:57,6,8/19/22
8/19/22 11:57,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:57,6,8/19/22
8/19/22 11:58,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:58,6,8/19/22
8/19/22 11:59,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:59,6,8/19/22
8/19/22 11:59,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 06:59,6,8/19/22
8/19/22 12:00,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:00,7,8/19/22
8/19/22 12:00,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:00,7,8/19/22
8/19/22 12:01,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:01,7,8/19/22
8/19/22 12:01,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:01,7,8/19/22
8/19/22 12:02,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:02,7,8/19/22
8/19/22 12:02,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:02,7,8/19/22
8/19/22 12:03,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:03,7,8/19/22
8/19/22 12:04,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:04,7,8/19/22
8/19/22 12:04,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:04,7,8/19/22
8/19/22 12:05,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:05,7,8/19/22
8/19/22 12:05,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:05,7,8/19/22
8/19/22 12:06,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:06,7,8/19/22
8/19/22 12:07,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:07,7,8/19/22
8/19/22 12:08,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:08,7,8/19/22
8/19/22 12:08,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:08,7,8/19/22
8/19/22 12:09,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:09,7,8/19/22
8/19/22 12:09,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:09,7,8/19/22
8/19/22 12:10,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:10,7,8/19/22
8/19/22 12:10,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:10,7,8/19/22
8/19/22 12:11,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:11,7,8/19/22
8/19/22 12:11,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:11,7,8/19/22
8/19/22 12:12,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:12,7,8/19/22
8/19/22 12:13,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:13,7,8/19/22
8/19/22 12:13,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:13,7,8/19/22
8/19/22 12:14,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:14,7,8/19/22
8/19/22 12:14,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:14,7,8/19/22
8/19/22 12:15,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:15,7,8/19/22
8/19/22 12:15,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:15,7,8/19/22
8/19/22 12:16,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:16,7,8/19/22
8/19/22 12:16,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:16,7,8/19/22
8/19/22 12:17,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:17,7,8/19/22
8/19/22 12:18,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:18,7,8/19/22
8/19/22 12:19,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:19,7,8/19/22
8/19/22 12:19,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:19,7,8/19/22
8/19/22 12:20,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:20,7,8/19/22
8/19/22 12:20,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:20,7,8/19/22
8/19/22 12:21,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:21,7,8/19/22
8/19/22 12:22,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:22,7,8/19/22
8/19/22 12:22,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:22,7,8/19/22
8/19/22 12:23,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:23,7,8/19/22
8/19/22 12:23,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:23,7,8/19/22
8/19/22 12:24,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:24,7,8/19/22
8/19/22 12:24,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:24,7,8/19/22
8/19/22 12:25,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:25,7,8/19/22
8/19/22 12:25,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:25,7,8/19/22
8/19/22 12:26,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:26,7,8/19/22
8/19/22 12:27,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:27,7,8/19/22
8/19/22 12:27,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:27,7,8/19/22
8/19/22 12:28,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:28,7,8/19/22
8/19/22 12:28,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:28,7,8/19/22
8/19/22 12:29,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:29,7,8/19/22
8/19/22 12:29,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:29,7,8/19/22
8/19/22 12:30,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:30,7,8/19/22
8/19/22 12:30,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:30,7,8/19/22
8/19/22 12:31,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:31,7,8/19/22
8/19/22 12:32,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:32,7,8/19/22
8/19/22 12:32,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:32,7,8/19/22
8/19/22 12:33,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:33,7,8/19/22
8/19/22 12:33,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:33,7,8/19/22
8/19/22 12:34,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:34,7,8/19/22
8/19/22 12:34,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:34,7,8/19/22
8/19/22 12:35,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:35,7,8/19/22
8/19/22 12:36,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:36,7,8/19/22
8/19/22 12:36,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:36,7,8/19/22
8/19/22 12:37,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:37,7,8/19/22
8/19/22 12:37,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:37,7,8/19/22
8/19/22 12:38,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:38,7,8/19/22
8/19/22 12:39,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:39,7,8/19/22
8/19/22 12:39,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:39,7,8/19/22
8/19/22 12:40,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:40,7,8/19/22
8/19/22 12:41,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:41,7,8/19/22
8/19/22 12:41,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:41,7,8/19/22
8/19/22 12:42,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:42,7,8/19/22
8/19/22 12:42,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:42,7,8/19/22
8/19/22 12:43,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:43,7,8/19/22
8/19/22 12:43,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:43,7,8/19/22
8/19/22 12:44,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:44,7,8/19/22
8/19/22 12:44,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:44,7,8/19/22
8/19/22 12:45,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:45,7,8/19/22
8/19/22 12:46,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:46,7,8/19/22
8/19/22 12:46,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:46,7,8/19/22
8/19/22 12:47,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:47,7,8/19/22
8/19/22 12:47,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:47,7,8/19/22
8/19/22 12:48,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:48,7,8/19/22
8/19/22 12:48,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:48,7,8/19/22
8/19/22 12:49,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:49,7,8/19/22
8/19/22 12:49,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:49,7,8/19/22
8/19/22 12:50,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:50,7,8/19/22
8/19/22 12:51,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:51,7,8/19/22
8/19/22 12:51,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:51,7,8/19/22
8/19/22 12:52,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:52,7,8/19/22
8/19/22 12:52,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:52,7,8/19/22
8/19/22 12:53,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:53,7,8/19/22
8/19/22 12:53,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:53,7,8/19/22
8/19/22 12:54,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:54,7,8/19/22
8/19/22 12:55,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:55,7,8/19/22
8/19/22 12:55,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:55,7,8/19/22
8/19/22 12:56,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:56,7,8/19/22
8/19/22 12:56,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:56,7,8/19/22
8/19/22 12:57,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:57,7,8/19/22
8/19/22 12:57,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:57,7,8/19/22
8/19/22 12:58,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:58,7,8/19/22
8/19/22 12:58,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:58,7,8/19/22
8/19/22 12:59,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 07:59,7,8/19/22
8/19/22 13:00,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:00,8,8/19/22
8/19/22 13:00,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:00,8,8/19/22
8/19/22 13:01,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:01,8,8/19/22
8/19/22 13:01,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:01,8,8/19/22
8/19/22 13:02,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:02,8,8/19/22
8/19/22 13:02,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:02,8,8/19/22
8/19/22 13:03,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:03,8,8/19/22
8/19/22 13:03,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:03,8,8/19/22
8/19/22 13:04,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:04,8,8/19/22
8/19/22 13:05,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:05,8,8/19/22
8/19/22 13:05,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:05,8,8/19/22
8/19/22 13:06,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:06,8,8/19/22
8/19/22 13:06,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:06,8,8/19/22
8/19/22 13:07,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:07,8,8/19/22
8/19/22 13:07,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:07,8,8/19/22
8/19/22 13:08,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:08,8,8/19/22
8/19/22 13:09,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:09,8,8/19/22
8/19/22 13:09,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:09,8,8/19/22
8/19/22 13:10,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:10,8,8/19/22
8/19/22 13:10,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:10,8,8/19/22
8/19/22 13:11,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:11,8,8/19/22
8/19/22 13:11,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:11,8,8/19/22
8/19/22 13:12,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:12,8,8/19/22
8/19/22 13:14,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:14,8,8/19/22
8/19/22 13:14,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:14,8,8/19/22
8/19/22 13:15,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:15,8,8/19/22
8/19/22 13:15,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:15,8,8/19/22
8/19/22 13:16,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:16,8,8/19/22
8/19/22 13:16,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:16,8,8/19/22
8/19/22 13:17,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:17,8,8/19/22
8/19/22 13:17,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:17,8,8/19/22
8/19/22 13:18,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:18,8,8/19/22
8/19/22 13:19,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:19,8,8/19/22
8/19/22 13:19,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:19,8,8/19/22
8/19/22 13:20,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:20,8,8/19/22
8/19/22 13:20,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:20,8,8/19/22
8/19/22 13:21,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:21,8,8/19/22
8/19/22 13:21,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:21,8,8/19/22
8/19/22 13:22,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:22,8,8/19/22
8/19/22 13:23,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:23,8,8/19/22
8/19/22 13:23,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:23,8,8/19/22
8/19/22 13:24,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:24,8,8/19/22
8/19/22 13:24,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:24,8,8/19/22
8/19/22 13:25,VR2W-137355,A69-1604-28720,,,,,12,,,8/19/22 08:25,8,8/19/22
